0, A08161909WK3HU7UYTMW, 0.5
1, A1020L7BWW9RAX, 0.0
2, A10323WWTFPSGP, 0.5
3, A103KNDW8GN92L, 0.5
4, A103W7ZPKGOCC9, 0.5
5, A105188E1HFWRX, 0.903538083
6, A105S56ODHGJEK, 0.5
7, A1065Q31DNPRAN, 0.975130932
8, A106BECWWKQIC9, 0.765039047
9, A107R79K63CE30, 0.5
10, A10872FHIJAKKD, 0.74848713
11, A109WIE49N0GV, 0.667694846
12, A10BDE32S3SNKK, 0.968279159
13, A10BYR4GN1D86N, 0.5
14, A10C5CJK1YKGV0, 0.537211893
15, A10CBLMJD1OQL7, 0.895660914
16, A10DN2OE8QJBO8, 0.5
17, A10DNCYK7YISHU, 0.64028532
18, A10DYTGIWV3RJZ, 0.987776107
19, A10H24TDLK2VDP, 0.845236433
20, A10HHM2684NZD2, 0.92014948
21, A10HK7PU3YIKXX, 0.784330692
22, A10I9Y44HCRPG, 0.942481942
23, A10ID9PBP48AXN, 0.742985456
24, A10IDVD9INU6FP, 0.672750833
25, A10KHX41ONY4U1, 0.5
26, A10LDRKHO99AY6, 0.842842254
27, A10LII7OFFN1GX, 0.586731972
28, A10M94ASQEBL56, 0.915873316
29, A10O7THJ2O20AG, 0.931861218
30, A10OLMLJZ7VHXZ, 0.837454689
31, A10TCTBISG95NU, 0.989889485
32, A10TUATN7SQ8UQ, 0.87247312
33, A10VG0UYRGHUBH, 0.738216126
34, A10VNTUCKHAAIH, 0.574780133
35, A10VZCRBK21KX7, 0.66971948
36, A10W40DOIE1EOP, 0.723263485
37, A10WOHX7AOZ8MU, 0.788678466
38, A10XJR7CWHNKWU, 0.714884697
39, A10XU1ERL5JPV8, 0.88419905
40, A10Y0CLCJ1L4LA, 0.814898791
41, A10Y1BZ88EJO63, 0.369265511
42, A10ZD0AOC1BPOM, 0.5
43, A10ZSSZO3BO11Z, 0.500274523
44, A110LZFBUFYWN7, 0.803127955
45, A111K82VQPY91M, 0.909313265
46, A112H6LPW6II9W, 0.716577557
47, A112VKJPV224PX, 0.5
48, A1134JYIL2MGZW, 0.909696063
